timestamp,model_id,board_id,status,x,y,z,step,instruction,success
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.9461658,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.947162,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.947162,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.947162,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.947162,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.947162,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.947162,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.947162,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.947162,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.947162,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.947162,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.947162,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.947162,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.947162,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.947162,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.947162,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.947162,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.947162,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.947162,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.947162,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.947162,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800250.947162,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
1787800252.8973572,19,0,0,-1.0144118070602417,0.07949131727218628,4.362281799316406,2,弹力球正式重测,0
